fund,company,domain,hq,sector,stage,source_url
Air Street Capital,Valence Discovery,valencediscovery.com,CA,Pharma,Acquired,https://www.airstreet.com/portfolio
Air Street Capital,V7,v7labs.com,UK,Computer vision data,Series,https://www.airstreet.com/portfolio
Air Street Capital,ZOE,joinzoe.com,UK,Nutrition analytics,Series,https://www.airstreet.com/portfolio
Air Street Capital,Andela,andela.com,USA,Remote engineering,Series,https://www.airstreet.com/portfolio
Air Street Capital,Automata,automata.tech,UK,Lab automation,Series,https://www.airstreet.com/portfolio
Air Street Capital,Chroma,trychroma.com,USA,AI database,Series,https://www.airstreet.com/portfolio
Air Street Capital,Contextual.ai,contextual.ai,,Context for AI,Series,https://www.airstreet.com/portfolio
Air Street Capital,Crusoe,crusoe.ai,USA,AI infrastructure,Series,https://www.airstreet.com/portfolio
Air Street Capital,ElevenLabs,elevenlabs.io,USA/UK,AI audio,Series,https://www.airstreet.com/portfolio
Air Street Capital,Enveda,envedabio.com,USA,Biotech,Series,https://www.airstreet.com/portfolio
Air Street Capital,Jukedeck,jukedeck.com,UK,AI music,Acquired,https://www.airstreet.com/portfolio
Air Street Capital,Lambda,lambdalabs.com,USA,Cloud computing,Series,https://www.airstreet.com/portfolio
Air Street Capital,Mapillary,mapillary.com,SE,Mapping,Acquired,https://www.airstreet.com/portfolio
Air Street Capital,Muon Space,muonspace.com,USA,Climate data/space,Series,https://www.airstreet.com/portfolio
Air Street Capital,Ndea,ndea.com,USA,Frontier AI,Series,https://www.airstreet.com/portfolio
Air Street Capital,Niantic,nianticlabs.com,USA,Real-world games,Acquired,https://www.airstreet.com/portfolio
Air Street Capital,Numerai,numer.ai,USA,Hedge fund AI,Series,https://www.airstreet.com/portfolio
Air Street Capital,Optimal,optimal.ag,UK,Autonomous farms,Series,https://www.airstreet.com/portfolio
Air Street Capital,PolyAI,poly-ai.com,UK,Voice assistants,Series,https://www.airstreet.com/portfolio
Air Street Capital,Ravelin,ravelin.com,UK,Fraud prevention,Acquired,https://www.airstreet.com/portfolio
Air Street Capital,Flow Engineering,flowengineering.com,UK,Engineering tools,Series,https://www.airstreet.com/portfolio
Air Street Capital,Thought Machine,thoughtmachine.net,UK,Core banking,Series,https://www.airstreet.com/portfolio
Air Street Capital,Tractable,tractable.ai,UK,Insurance AI,Series,https://www.airstreet.com/portfolio
Air Street Capital,Starship,starship.xyz,Estonia,Autonomous delivery,Series,https://www.airstreet.com/portfolio
Air Street Capital,Stripe,stripe.com,USA,Online payments,Series,https://www.airstreet.com/portfolio
Air Street Capital,Wayve,wayve.ai,UK,Autonomous vehicles,Series,https://www.airstreet.com/portfolio
Fuel Ventures,51 to Carbon Zero,51tocarbonzero.com,,Climate-tech,Seed (EIS),https://fuel.ventures/portfolio
Fuel Ventures,Abingdon,abingdon.software,,Software/VMS,Seed (EIS),https://fuel.ventures/portfolio
Fuel Ventures,Adzact,adzact.com,,B2B Ad Platform,Seed (EIS),https://fuel.ventures/portfolio
Fuel Ventures,AI Score,aiscore.ai,,Enterprise AI Governance,Seed (EIS),https://fuel.ventures/portfolio
Fuel Ventures,Allasso,allasso.ch,,Financial Analytics,Seed (EIS),https://fuel.ventures/portfolio
Fuel Ventures,Allocation Strategy,allocation-strategy.com,,Asset Allocation Tech,Seed (EIS),https://fuel.ventures/portfolio
Fuel Ventures,Arbolus,arbolus.com,,Consultant Marketplace,Seed (EIS),https://fuel.ventures/portfolio
Fuel Ventures,Augmetec,augmetec.com,,Compliance Automation,Seed (EIS),https://fuel.ventures/portfolio
Fuel Ventures,Beyonk,beyonk.com,,Booking/Tourism Software,Seed (EIS),https://fuel.ventures/portfolio
Fuel Ventures,Boulevard,boulevardonline.co.uk,,Marketplace Commerce,Seed (EIS),https://fuel.ventures/portfolio
Fuel Ventures,Brizy,brizy.io,,Website Builder,Seed (EIS),https://fuel.ventures/portfolio
Fuel Ventures,Capdesk,,,Cap Table Management,Seed (EIS),https://fuel.ventures/portfolio
Fuel Ventures,CGHero,cghero.com,,3D Content Marketplace,Seed (EIS),https://fuel.ventures/portfolio
Fuel Ventures,Chaser,chaserhq.com,,Receivables Automation,Seed (EIS),https://fuel.ventures/portfolio
Fuel Ventures,Chosen,wearechosen.io,,Gaming,Seed (EIS),https://fuel.ventures/portfolio
Fuel Ventures,Contentcal,contentcal.io,,Social Media SaaS,Seed (EIS),https://fuel.ventures/portfolio
Fuel Ventures,Creoate,creoate.com,,B2B Wholesale Marketplace,Seed (EIS),https://fuel.ventures/portfolio
Fuel Ventures,CultMia,cultmia.com,,Luxury Fashion Marketplace,Seed (EIS),https://fuel.ventures/portfolio
Fuel Ventures,Ekko,ekko.earth,,Sustainability Fintech,Seed (EIS),https://fuel.ventures/portfolio
Fuel Ventures,Expocart,expocart.com,,Exhibition Marketplace,Seed (EIS),https://fuel.ventures/portfolio
Fuel Ventures,Feel,wearefeel.com,,Wellness/Supplements,Seed (EIS),https://fuel.ventures/portfolio
Fuel Ventures,Forensic Alpha,forensicalpha.com,,Financial Intelligence,Seed (EIS),https://fuel.ventures/portfolio
Fuel Ventures,Fundpath,fundpath.com,,Fund Trading Tech,Seed (EIS),https://fuel.ventures/portfolio
Fuel Ventures,Geomiq,geomiq.com,,Manufacturing Platform,Seed (EIS),https://fuel.ventures/portfolio
Fuel Ventures,GreatLab,greatlab.io,,Dental Lab Platform,Seed (EIS),https://fuel.ventures/portfolio
Fuel Ventures,Groov,wearegroov.io,,Lending/Commerce Platform,Seed (EIS),https://fuel.ventures/portfolio
Fuel Ventures,Hammock,usehammock.com,,Landlord Finance App,Seed (EIS),https://fuel.ventures/portfolio
Fuel Ventures,Homemove,homemove.com,,Property Moving Platform,Seed (EIS),https://fuel.ventures/portfolio
Fuel Ventures,HowNow,hownow.com,,Workplace Learning,Seed (EIS),https://fuel.ventures/portfolio
Fuel Ventures,iCustoms,icustoms.ai,,Customs Clearance AI,Seed (EIS),https://fuel.ventures/portfolio
Fuel Ventures,Intelligent Core,intelligentcore.io,,Water Management AI,Seed (EIS),https://fuel.ventures/portfolio
Fuel Ventures,Journee,journeetrips.com,,Travel Tech,Seed (EIS),https://fuel.ventures/portfolio
Fuel Ventures,Juno,withjuno.com,,Employee Lifestyle Platform,Seed (EIS),https://fuel.ventures/portfolio
Fuel Ventures,Karavel,karavel.ai,,RegTech/Compliance,Seed (EIS),https://fuel.ventures/portfolio
Fuel Ventures,Levellr,levellr.com,,Community Management,Seed (EIS),https://fuel.ventures/portfolio
Fuel Ventures,Lifted,lifted-talent.com,,Care Sector Recruitment,Seed (EIS),https://fuel.ventures/portfolio
Fuel Ventures,Abuela,tryabuela.com,,Healthcare Compliance AI,Pre-Seed (SEIS),https://fuel.ventures/portfolio
Fuel Ventures,Affinity Labs,affinitylabs.ai,,Creator Software,Pre-Seed (SEIS),https://fuel.ventures/portfolio
Fuel Ventures,Aide,aide.health,,Healthcare/Patient Engagement,Pre-Seed (SEIS),https://fuel.ventures/portfolio
Fuel Ventures,Alfa,welovealfa.com,,AI Recruitment,Pre-Seed (SEIS),https://fuel.ventures/portfolio
Fuel Ventures,Aloma,aloma.io,,Process Automation,Pre-Seed (SEIS),https://fuel.ventures/portfolio
Fuel Ventures,Ambr,ambr.ai,,Workplace Wellness AI,Pre-Seed (SEIS),https://fuel.ventures/portfolio
Fuel Ventures,Arcube,arcube.com,,Passenger Intelligence/Travel,Pre-Seed (SEIS),https://fuel.ventures/portfolio
Fuel Ventures,Arrival,arrival.ac,,Utility Billing Platform,Pre-Seed (SEIS),https://fuel.ventures/portfolio
Fuel Ventures,Artic,artic.works,,Manufacturing Management,Pre-Seed (SEIS),https://fuel.ventures/portfolio
Fuel Ventures,Atria AI,atria-ai.com,,Legal Document AI,Pre-Seed (SEIS),https://fuel.ventures/portfolio
Fuel Ventures,Audit Toolbar,audittoolbar.com,,Accounting/Audit Tools,Pre-Seed (SEIS),https://fuel.ventures/portfolio
Fuel Ventures,Aviel,aviel.tech,,Financial Fraud Detection,Pre-Seed (SEIS),https://fuel.ventures/portfolio
Fuel Ventures,Banqora,banqora.com,,Document Processing SaaS,Pre-Seed (SEIS),https://fuel.ventures/portfolio
Fuel Ventures,Barbr,getbarbr.com,,Barber Services Platform,Pre-Seed (SEIS),https://fuel.ventures/portfolio
Fuel Ventures,Bastion,bastion-ai.com,,Investment Research AI,Pre-Seed (SEIS),https://fuel.ventures/portfolio
Fuel Ventures,Blocktype,blocktype.co.uk,,Planning/Housebuilding Tech,Pre-Seed (SEIS),https://fuel.ventures/portfolio
Fuel Ventures,BsktPay,bsktpay.co,,Car Finance Fintech,Pre-Seed (SEIS),https://fuel.ventures/portfolio
Fuel Ventures,Buildscan,buildscan.co,,Construction Management,Pre-Seed (SEIS),https://fuel.ventures/portfolio
Fuel Ventures,Cheers,cheerscontracts.com,,Contract Management Software,Pre-Seed (SEIS),https://fuel.ventures/portfolio
Fuel Ventures,Claim It,claimit.ai,,Courier Overcharge Recovery,Pre-Seed (SEIS),https://fuel.ventures/portfolio
Fuel Ventures,Community Wolf,communitywolf.com,,Community Safety Platform,Pre-Seed (SEIS),https://fuel.ventures/portfolio
Fuel Ventures,Compound,compoundapp.co.uk,,Pension Platform,Pre-Seed (SEIS),https://fuel.ventures/portfolio
Fuel Ventures,Compound 22,compound22.com,,Turf/Fertiliser Supplies,Pre-Seed (SEIS),https://fuel.ventures/portfolio
Fuel Ventures,Content Radar,contentradar.ai,,Marketing Automation AI,Pre-Seed (SEIS),https://fuel.ventures/portfolio
Fuel Ventures,Correcto,correcto.es,,Spanish Language AI Tools,Pre-Seed (SEIS),https://fuel.ventures/portfolio
Fuel Ventures,Curvo,curvo.ai,,Sales AI Assistant,Pre-Seed (SEIS),https://fuel.ventures/portfolio
Fuel Ventures,Cyb3r Operations,cyb3roperations.com,,Dark Web Threat Intelligence,Pre-Seed (SEIS),https://fuel.ventures/portfolio
Fuel Ventures,Damisa,damisa.xyz,,Crypto/Stablecoin Services,Pre-Seed (SEIS),https://fuel.ventures/portfolio
Fuel Ventures,DataSapien,datasapien.com,,Customer Personalization,Pre-Seed (SEIS),https://fuel.ventures/portfolio
Fuel Ventures,Deaku,deaku.app,,Creator Workspace,Pre-Seed (SEIS),https://fuel.ventures/portfolio
Fuel Ventures,Deeligence,deeligence.com,,Data Room/Workflow AI,Pre-Seed (SEIS),https://fuel.ventures/portfolio
Fuel Ventures,Distillery,getdistillery.com,,Data Analytics Stack,Pre-Seed (SEIS),https://fuel.ventures/portfolio
Fuel Ventures,Dosen,dosen.io,,Employee Alignment Platform,Pre-Seed (SEIS),https://fuel.ventures/portfolio
Fuel Ventures,Egregious,egregious.ai,,Risk Prediction AI,Pre-Seed (SEIS),https://fuel.ventures/portfolio
Fuel Ventures,Eilla,eilla.ai,,M&A Deal Workflow AI,Pre-Seed (SEIS),https://fuel.ventures/portfolio
Fuel Ventures,Eleos,eleos.co.uk,,Digital Insurance Platform,Pre-Seed (SEIS),https://fuel.ventures/portfolio
Fuel Ventures,My Voucher Codes,myvouchercodes.co.uk,,Coupon website,Exit,https://fuel.ventures/portfolio
Fuel Ventures,Paddle,paddle.com,,Software billing platform,Exit,https://fuel.ventures/portfolio
Fuel Ventures,Last-Second Tickets,,,Event ticket marketplace,Exit,https://fuel.ventures/portfolio
Fuel Ventures,Playlists,playlists.net,,Tutor marketplace,Exit,https://fuel.ventures/portfolio
Fuel Ventures,ShopWave,getshopwave.com,,iPad POS,Exit,https://fuel.ventures/portfolio
Kindred Capital,Lithosquare,lithosquare.com,,Industrials/Energy,Active,https://kindredcapital.vc/portfolio
Kindred Capital,BiOS,,,Health and Bio,Active,https://kindredcapital.vc/portfolio
Kindred Capital,SAIF Autonomy,saifautonomy.ai,,Security and Governance,Active,https://kindredcapital.vc/portfolio
Kindred Capital,ZML,zml.ai,,Compute Stack,Active,https://kindredcapital.vc/portfolio
Kindred Capital,Stardust,stardustsrt.com,,Energy/Space,Active,https://kindredcapital.vc/portfolio
Kindred Capital,Clove,clove.com,,Applied AI/Financial Infrastructure,Active,https://kindredcapital.vc/portfolio
Kindred Capital,Fitwise AI,thefitwise.com,,Applied AI,Active,https://kindredcapital.vc/portfolio
Kindred Capital,Artificial Societies,societies.io,,Applied AI,Active,https://kindredcapital.vc/portfolio
Kindred Capital,Foresight Data Machines,foresightdatamachines.com,,Industrials/Applied AI,Active,https://kindredcapital.vc/portfolio
Kindred Capital,Cakewalk,getcakewalk.io,,Security and Governance,Active,https://kindredcapital.vc/portfolio
Kindred Capital,Civic Marketplace,civicmarketplace.com,,Applied AI,Active,https://kindredcapital.vc/portfolio
Kindred Capital,Fractile,fractile.com,,Compute Stack,Active,https://kindredcapital.vc/portfolio
Kindred Capital,Platformed,platformed.com,,Applied AI,Active,https://kindredcapital.vc/portfolio
Kindred Capital,Sohar Health,soharhealth.com,,Health and Bio,Active,https://kindredcapital.vc/portfolio
Kindred Capital,Latent Labs,latentlabs.com,,Health and Bio,Active,https://kindredcapital.vc/portfolio
Kindred Capital,Eolas Medical,eolasmedical.com,,Health and Bio,Active,https://kindredcapital.vc/portfolio
Kindred Capital,Work With Data,,,Applied AI,Inactive,https://kindredcapital.vc/portfolio
Kindred Capital,Natter,trynatter.com,,Applied AI,Active,https://kindredcapital.vc/portfolio
Kindred Capital,RobCo,robco.de,,Industrials/Robotics,Active,https://kindredcapital.vc/portfolio
Kindred Capital,Dunia,dunia.ai,,Energy,Active,https://kindredcapital.vc/portfolio
Kindred Capital,Embed,embed.co,,Financial Infrastructure,Active,https://kindredcapital.vc/portfolio
Kindred Capital,Cradle Bio,cradle.bio,,Health and Bio,Active,https://kindredcapital.vc/portfolio
Kindred Capital,Infinitopes,infinitopes.com,,Health and Bio,Active,https://kindredcapital.vc/portfolio
Kindred Capital,Lottie,lottie.org,,Health and Bio,Active,https://kindredcapital.vc/portfolio
Kindred Capital,Tillion,tillion.ai,,Security and Governance,Active,https://kindredcapital.vc/portfolio
Kindred Capital,Common Surface,,,Applied AI,Exited,https://kindredcapital.vc/portfolio
Kindred Capital,Mojo,mojo.so,,Health and Bio,Active,https://kindredcapital.vc/portfolio
Kindred Capital,ScionxBio,scionxbio.com,,Health and Bio,Active,https://kindredcapital.vc/portfolio
Kindred Capital,Scarlet,scarlet.cc,,Health and Bio,Active,https://kindredcapital.vc/portfolio
Kindred Capital,M3ter,m3ter.com,,Financial Infrastructure,Active,https://kindredcapital.vc/portfolio
Kindred Capital,Nomio,nomio.com,,Applied AI,Active,https://kindredcapital.vc/portfolio
Kindred Capital,Hofy,,,Applied AI,Acquired,https://kindredcapital.vc/portfolio
Kindred Capital,Reliably,,,Compute Stack,Inactive,https://kindredcapital.vc/portfolio
Kindred Capital,Gaia,gaiafamily.com,,Health and Bio,Active,https://kindredcapital.vc/portfolio
Kindred Capital,Gravity Sketch,gravitysketch.com,,Applied AI,Active,https://kindredcapital.vc/portfolio
Kindred Capital,PQShield,pqshield.com,,Security and Governance,Active,https://kindredcapital.vc/portfolio
Kindred Capital,Dexory,dexory.com,,Robotics,Active,https://kindredcapital.vc/portfolio
Kindred Capital,Fiinu,fiinu.com,,Financial Infrastructure,Active,https://kindredcapital.vc/portfolio
Kindred Capital,How.fm,how.fm,,Applied AI,Active,https://kindredcapital.vc/portfolio
Kindred Capital,Beit,beit.tech,,Compute Stack,Active,https://kindredcapital.vc/portfolio
Kindred Capital,Ori Biotech,oribiotech.com,,Health and Bio,Active,https://kindredcapital.vc/portfolio
Kindred Capital,Rezilion,,,Security and Governance,Exited,https://kindredcapital.vc/portfolio
Kindred Capital,Vault,vaultplatform.com,,Security and Governance,Exited,https://kindredcapital.vc/portfolio
Kindred Capital,PurAffinity,puraffinity.com,,Industrials,Active,https://kindredcapital.vc/portfolio
Kindred Capital,Flagstone,flagstoneim.com,,Financial Infrastructure,Active,https://kindredcapital.vc/portfolio
Kindred Capital,AtlasML,,,Compute Stack/Applied AI,Exited,https://kindredcapital.vc/portfolio
Kindred Capital,Daye,yourdaye.com,,Health and Bio,Active,https://kindredcapital.vc/portfolio
Kindred Capital,Pave,pave.com,,Financial Infrastructure,Active,https://kindredcapital.vc/portfolio
Kindred Capital,Disperse,disperse.io,,Applied AI,Exited,https://kindredcapital.vc/portfolio
Kindred Capital,LabGenius,labgeni.us,,Health and Bio,Active,https://kindredcapital.vc/portfolio
Kindred Capital,Animal Dynamics,,,Robotics/Applied AI,Exited,https://kindredcapital.vc/portfolio
Kindred Capital,Acurable,acurable.com,,Health and Bio,Active,https://kindredcapital.vc/portfolio
Kindred Capital,Qriously,,,Applied AI,Exited,https://kindredcapital.vc/portfolio
Kindred Capital,Paddle,paddle.com,,Financial Infrastructure,Active,https://kindredcapital.vc/portfolio
Kindred Capital,Five AI,five.ai,,Applied AI,Exited,https://kindredcapital.vc/portfolio
Kindred Capital,Shift Bioscience,,,Other,,https://kindredcapital.vc/portfolio
Kindred Capital,Vitaance,,,Other,,https://kindredcapital.vc/portfolio
Kindred Capital,Globechain,,,Other,,https://kindredcapital.vc/portfolio
Kindred Capital,Farmstand,,,Other,,https://kindredcapital.vc/portfolio
Kindred Capital,Huggg,,,Other,,https://kindredcapital.vc/portfolio
Kindred Capital,Jiminy,,,Other,,https://kindredcapital.vc/portfolio
Kindred Capital,Mrs Wordsmith,,,Other,,https://kindredcapital.vc/portfolio
Kindred Capital,Leaf FM,,,Other,,https://kindredcapital.vc/portfolio
Kindred Capital,Circles,,,Other,,https://kindredcapital.vc/portfolio
Kindred Capital,Farewill,,,Other,,https://kindredcapital.vc/portfolio
Kindred Capital,Pollen,,,Other,,https://kindredcapital.vc/portfolio
Kindred Capital,Unmade,,,Other,,https://kindredcapital.vc/portfolio
Kindred Capital,Kalo,,,Other,,https://kindredcapital.vc/portfolio
Kindred Capital,Tapdaq,,,Other,,https://kindredcapital.vc/portfolio
Kindred Capital,Wholi,,,Other,,https://kindredcapital.vc/portfolio
Kindred Capital,Legl,,,Other,,https://kindredcapital.vc/portfolio
Passion Capital,AbraTax,,,,,https://passioncapital.com/fund-portfolio/
Passion Capital,Adludio,,,,,https://passioncapital.com/fund-portfolio/
Passion Capital,Adzuna,,,,,https://passioncapital.com/fund-portfolio/
